,Unnamed: 0,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence,tempo,liveness,genre
75,75,The Day Before You Came,ABBA,6W26h4KbGUnEaav5VWIyJm,1982,76,73,65,65,55,91,65,104,44,57,78,91,139,191,183,133,215,275,273,315,0.0498,0.8009999999999999,349080,0.38799999999999996,0.00421,-14.594000000000001,0.0354,0.736,108.071,0.0525,"['europop', 'swedish pop']"
76,76,Hey Joe,Jimi Hendrix Experience,0NWPxcsf5vdjdiFUI8NgkP,1967,77,105,182,163,167,151,174,196,220,170,179,204,161,203,215,343,360,428,437,366,0.00603,0.34600000000000003,210160,0.768,0.38,-5.695,0.0377,0.532,169.49200000000002,0.0244,"['acid rock', 'blues rock', 'classic rock', 'psychedelic rock', 'rock']"
77,77,We Are The Champions,Queen,1lCRw5FEZ1gPDNPzy1K4zW,1977,78,128,319,223,267,247,222,271,655,301,424,470,412,601,555,672,579,543,583,216,0.37799999999999995,0.268,179200,0.45899999999999996,0.0,-6.94,0.0346,0.175,64.17699999999999,0.11800000000000001,"['classic rock', 'glam rock', 'rock']"
78,78,Money,Pink Floyd,7Gx2q0ueNwvDp2BOZYGCMO,1973,79,197,219,293,230,326,245,214,347,248,291,290,264,211,271,323,398,416,402,362,0.0241,0.469,382834,0.537,0.00201,-10.421,0.152,0.7829999999999999,124.193,0.26899999999999996,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
79,79,Pastorale,Ramses Shaffy & Liesbeth List,50a6StrR0wfLLYKqBl1mvg,1969,80,119,58,40,51,43,33,24,51,40,6,21,27,46,42,47,71,69,86,106,0.498,0.483,256187,0.392,0.0,-14.33,0.0285,0.395,111.794,0.389,"['dutch cabaret', 'dutch pop', 'dutch rock', 'nederpop']"
80,80,Thriller,Michael Jackson,7azo4rpSUh8nXgtonC6Pkq,1983,81,187,162,239,340,309,408,246,506,324,52,126,144,181,176,212,205,176,147,113,0.0816,0.764,358053,0.887,0.00011,-3.7260000000000004,0.0744,0.72,118.427,0.847,"['pop', 'r&b', 'soul']"
81,81,Somebody To Love,Queen,4rDbp1vnvEhieiccprPMdI,1976,82,65,88,74,104,119,126,129,150,122,134,116,104,87,91,81,65,58,66,33,0.18600000000000003,0.406,296480,0.698,0.0,-7.024,0.0624,0.33299999999999996,109.266,0.233,"['classic rock', 'glam rock', 'rock']"
82,82,A Day In The Life,Beatles,0hKRSZhUGEhKU6aNSPBACZ,1967,83,66,87,98,122,127,107,76,49,75,71,75,78,82,126,148,167,241,165,247,0.29,0.364,337413,0.457,0.000106,-14.162,0.0675,0.175,163.219,0.922,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
83,83,With A Little Help From My Friends,Joe Cocker,0YZ3J8xzGwLOg4yEgST1YK,1968,84,287,148,169,238,159,180,179,335,193,233,225,201,338,311,364,220,299,286,348,0.28800000000000003,0.307,312173,0.43,0.0009939999999999999,-11.333,0.0629,0.305,145.224,0.0988,"['album rock', 'blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
84,84,I Want To Break Free,Queen,2AkmdLbVKS1steeZdy8H1l,1984,85,123,177,108,121,108,129,121,172,130,183,195,126,231,235,219,219,224,265,118,0.0841,0.795,258013,0.435,0.00026000000000000003,-8.927,0.0324,0.596,108.95,0.0763,"['classic rock', 'glam rock', 'rock']"
85,85,Total Eclipse Of The Heart,Bonnie Tyler,7wuJGgpTNzbUyn26IOY6rj,1983,86,133,142,124,215,208,264,352,316,245,486,478,503,629,579,645,664,647,619,480,0.145,0.431,267360,0.723,0.0,-5.8870000000000005,0.055999999999999994,0.18899999999999997,130.547,0.375,"['europop', 'new wave pop', 'soft rock']"
86,86,Nikita,Elton John,3G0ENKW9vzV0SuYKaWFflI,1985,87,143,181,368,396,289,410,346,359,335,669,506,737,1046,917,837,973,996,786,860,0.12300000000000001,0.632,343240,0.6559999999999999,0.000264,-9.29,0.0277,0.752,86.605,0.0735,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
87,87,Roxanne,Police,3EYOJ48Et32uATr9ZmLnAo,1979,88,186,217,221,309,232,391,363,341,303,249,207,210,219,201,287,299,233,228,187,0.0384,0.618,191947,0.748,4.1e-06,-8.905,0.358,0.6629999999999999,134.114,0.0473,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
88,88,Careless Whisper,George Michael,4jDmJ51x1o9NZB5Nxxc7gY,1984,89,275,288,226,517,469,625,425,580,469,545,691,691,546,721,648,710,614,232,204,0.128,0.574,300107,0.629,0.0,-8.815,0.0363,0.7859999999999999,153.119,0.271,"['dance rock', 'new wave pop', 'soft rock']"
89,89,Nothing Compares 2u,Sinead O'Connor,3nvuPQTw2zuFAVuLsC9IYQ,1990,90,115,200,216,126,172,247,224,343,203,254,269,300,348,364,327,394,361,323,282,0.0425,0.511,280040,0.574,2.33e-05,-7.016,0.0273,0.161,119.917,0.105,"['folk', 'lilith', 'new wave pop', 'pop rock']"
90,90,Wonderful Tonight,Eric Clapton,6zC0mpGYwbNTpk9SKwh08f,1988,91,214,116,156,180,150,124,153,191,146,251,239,274,349,321,325,361,392,383,455,0.649,0.5720000000000001,225027,0.214,0.129,-15.625,0.0293,0.485,95.542,0.125,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']"
91,91,Woman In Love,Barbra Streisand,1pTGc8pwyo6xtgXBKCBcFn,1980,92,157,176,196,193,219,173,229,156,176,246,242,453,755,661,536,672,630,542,842,0.248,0.469,231840,0.278,0.000126,-16.311,0.027999999999999997,0.331,169.735,0.133,"['adult standards', 'mellow gold', 'soft rock']"
92,92,Mama,Genesis,4q6bSpQPptaC9uIqmu5GEw,1983,93,107,93,102,113,143,148,177,232,150,163,188,211,227,231,215,233,225,175,342,0.294,0.561,412253,0.774,0.513,-10.564,0.0432,0.648,82.906,0.53,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
93,93,Blowin' In The Wind,Bob Dylan,18GiV1BaXzPVYpp9rmOg0E,1963,94,147,179,195,211,194,205,188,168,173,210,199,262,317,331,488,412,417,549,605,0.914,0.38,165427,0.0993,2.3199999999999998e-05,-20.566999999999997,0.0509,0.44,174.87400000000002,0.0605,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
94,94,Dust In The Wind,Kansas,6zeE5tKyr8Nu882DQhhSQI,1978,95,183,338,161,127,227,210,221,254,197,311,375,330,250,219,224,213,235,214,263,0.36700000000000005,0.475,206267,0.322,0.00056,-10.687000000000001,0.0283,0.387,93.50299999999999,0.11,"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
95,95,Eternal Flame,Bangles,5MoDQWMDMaAGDEiWsJfeCi,1989,96,138,104,199,244,205,334,440,383,295,431,427,546,835,814,666,774,662,775,1120,0.525,0.526,238027,0.358,0.0,-7.239,0.0243,0.4,78.988,0.0942,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock']"
96,96,Strawberry Fields Forever,Beatles,3Am0IbOxmvlSXro7N5iSfZ,1967,97,131,180,214,207,259,261,187,183,189,204,247,271,308,301,395,322,387,505,587,0.336,0.39,247320,0.502,0.000138,-12.277000000000001,0.17800000000000002,0.289,97.87100000000001,0.0713,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
97,97,Against All Odds (Take A Look At Me Now),Phil Collins,63CHa6rmamv9OsehkRD8oz,1984,98,152,132,153,159,170,238,230,395,215,274,308,394,240,307,370,393,352,282,320,0.198,0.58,206360,0.498,0.0,-6.901,0.0277,0.111,116.271,0.132,"['mellow gold', 'rock drums', 'soft rock']"
98,98,Every Breath You Take,Police,1JSTJqkT5qHq8MDJnJbRE1,1983,99,166,167,184,259,284,434,403,412,340,381,351,345,356,210,330,386,318,290,286,0.5429999999999999,0.82,253920,0.452,0.00294,-9.796,0.0348,0.74,117.40100000000001,0.0714,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
99,99,Eloise,Barry Ryan,6z9XVXX8AXxVunhocuLTMe,1968,100,97,83,117,108,141,127,145,70,110,258,261,365,410,553,566,707,805,851,1134,0.22,0.425,345173,0.591,0.0,-11.995999999999999,0.0321,0.461,131.08700000000002,0.355,"['bubblegum pop', 'classic uk pop', 'merseybeat']"
100,100,Waterloo,ABBA,3Dy4REq8O09IlgiwuHQ3sk,1974,101,182,467,607,605,512,299,546,419,452,701,728,918,783,836,890,772,742,660,413,0.395,0.445,168960,0.9490000000000001,8.18e-06,-4.6819999999999995,0.0471,0.653,147.60399999999998,0.0902,"['europop', 'swedish pop']"
101,101,Verdronken Vlinder,Boudewijn De Groot,6WVSZMmvptfhEJLeq1xYDv,1966,102,95,95,72,47,65,51,62,63,55,105,109,153,238,232,251,298,300,360,398,0.516,0.348,147000,0.48100000000000004,0.008320000000000001,-12.218,0.0396,0.7809999999999999,128.73,0.16399999999999998,"['dutch pop', 'dutch rock', 'folk rock', 'nederpop']"
102,102,Jeanny,Falco,6a0lr0jt8lKDJhsAYA49NS,1985,103,58,67,70,94,101,143,141,207,133,188,182,169,165,193,132,153,107,102,131,0.451,0.648,355989,0.66,0.0,-10.455,0.0454,0.452,105.913,0.18899999999999997,"['austropop', 'german pop', 'neue deutsche welle', 'new romantic']"
103,103,If You Leave Me Now,Chicago,0KMGxYKeUzK9wc5DZCt3HT,1976,104,103,103,119,218,165,214,250,222,194,288,252,383,634,677,627,716,550,597,806,0.0193,0.429,235373,0.564,0.000828,-6.784,0.0268,0.276,104.212,0.128,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
104,104,32 Jaar (Sinds 1 Dag Of 2),Doe Maar,3IbkWFHKCQp1Y7oLjeQgGv,1981,105,203,367,366,338,363,424,449,450,395,509,566,439,172,531,678,584,605,626,461,0.28300000000000003,0.884,200891,0.599,0.00396,-10.892000000000001,0.0449,0.963,113.743,0.13699999999999998,"['dutch cabaret', 'dutch pop', 'dutch rock', 'nederpop']"
105,105,"Non, Je Ne Regrette Rien",Edith Piaf,3dkIE8P7hvl3tHl9KSb6dA,1961,106,234,403,507,312,313,309,236,158,224,277,328,263,413,363,427,460,622,582,577,0.858,0.382,142280,0.354,3.11e-06,-6.595,0.0289,0.435,87.01799999999999,0.168,"['chanson', 'torch song', 'vintage schlager']"
106,106,All Along The Watchtower,Jimi Hendrix Experience,2aoo2jlRnM3A0NyLQqMN2f,1968,107,130,242,146,146,136,162,158,147,142,120,138,131,123,97,156,160,179,179,137,0.00255,0.43799999999999994,240800,0.805,5.6899999999999994e-05,-6.237,0.0624,0.564,113.25299999999999,0.0842,"['acid rock', 'blues rock', 'classic rock', 'psychedelic rock', 'rock']"
107,107,Stayin' Alive,Bee Gees,3mRM4NM8iO7UBqrSigCQFH,1978,108,153,101,255,284,277,409,434,503,357,489,407,455,633,533,579,525,399,388,481,0.0322,0.703,285373,0.826,0.00629,-7.178999999999999,0.0341,0.945,103.564,0.179,"['adult standards', 'disco', 'mellow gold', 'soft rock']"
108,108,Con Te Partiro,Andrea Bocelli,7zrpoAJte9o12TzawqgdD0,1996,109,0,155,251,364,248,326,373,135,228,755,493,556,735,706,898,697,724,779,912,0.8440000000000001,0.24100000000000002,250984,0.36700000000000005,0.00279,-7.95,0.0311,0.302,135.267,0.0873,"['adult standards', 'classical tenor', 'italian tenor', 'operatic pop']"
109,109,Hello,Lionel Richie,6HMvJcdw6qLsyV1b5x29sa,1984,110,267,351,430,480,305,550,489,694,483,666,665,682,753,905,894,912,1044,1023,1191,0.6459999999999999,0.424,246933,0.222,0.0,-15.052999999999999,0.0391,0.0606,61.648,0.14800000000000002,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']"
110,110,In The Ghetto,Elvis Presley,7KWoeBqSdZHEloYKVxssfG,1969,111,163,247,168,112,158,114,157,186,140,203,216,245,292,266,321,261,248,203,241,0.716,0.40399999999999997,167413,0.266,0.133,-16.688,0.0334,0.491,88.916,0.107,"['rock-and-roll', 'rockabilly']"
111,111,Suspicious Minds,Elvis Presley,1H5IfYyIIAlgDX8zguUzns,1969,112,140,281,130,86,107,84,97,81,89,108,77,120,135,153,151,121,106,85,104,0.0422,0.48700000000000004,261280,0.382,4.74e-06,-10.889000000000001,0.0309,0.7140000000000001,116.557,0.41100000000000003,"['rock-and-roll', 'rockabilly']"
112,112,Another Day In Paradise,Phil Collins,1NCuYqMc8hKMb4cpNTcJbD,1989,113,253,233,225,166,207,250,323,567,281,436,439,367,322,286,392,413,406,390,316,0.736,0.78,322133,0.565,0.0026899999999999997,-7.32,0.0306,0.365,101.96700000000001,0.063,"['mellow gold', 'rock drums', 'soft rock']"
113,113,"Welterusten, Mijnheer De President",Boudewijn De Groot,75MBgR1T83zzuYVyuW6B4q,1966,114,126,71,91,70,68,85,80,96,78,160,194,219,457,362,460,421,400,474,485,0.38,0.568,152293,0.35100000000000003,0.0,-14.470999999999998,0.0534,0.868,131.322,0.212,"['dutch pop', 'dutch rock', 'folk rock', 'nederpop']"
114,114,My Way,Frank Sinatra,3spdoTYpuCpmq19tuD0bOe,1969,115,449,377,331,422,412,423,308,363,353,459,444,404,387,368,407,373,359,340,371,0.7,0.401,276800,0.381,0.0,-7.457999999999999,0.0274,0.22899999999999998,75.454,0.122,"['adult standards', 'easy listening', 'lounge']"
115,115,Papa,Stef Bos,6NP6BCW2M2I4vdcnXMAvjl,1991,116,86,98,87,65,94,43,28,43,44,72,84,51,75,80,101,109,116,91,94,0.718,0.7440000000000001,193093,0.322,1.62e-06,-13.004000000000001,0.0337,0.294,119.941,0.0841,"['dutch pop', 'dutch rock', 'nederpop']"
116,116,Dromen Zijn Bedrog,Marco Borsato,2o4iWZOFE8kkl0tK66WADw,1994,117,283,255,488,465,202,274,225,403,275,356,735,820,957,1065,1145,986,1357,1605,1290,0.0306,0.606,242733,0.8590000000000001,0.0,-8.722999999999999,0.0375,0.639,132.02100000000002,0.255,"['dutch cabaret', 'dutch pop', 'dutch rock']"
117,117,How Deep Is Your Love,Bee Gees,2JoZzpdeP2G6Csfdq5aLXP,1977,118,196,146,271,260,260,300,350,354,289,562,451,525,561,617,683,654,496,516,629,0.105,0.633,245200,0.35700000000000004,0.0,-9.366,0.0264,0.674,104.93799999999999,0.133,"['adult standards', 'disco', 'mellow gold', 'soft rock']"
118,118,Born In The Usa,Bruce Springsteen,0dOg1ySSI7NkpAe89Zo0b9,1985,119,158,122,111,214,183,254,282,258,214,293,266,249,273,309,489,489,389,466,417,0.000373,0.39799999999999996,278680,0.9520000000000001,7.75e-05,-6.042000000000001,0.061,0.584,122.09299999999999,0.1,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
119,119,In Nije Dei,De Kast,6ckD6hc0JylXs6xHuwKx3b,1997,120,108,126,197,405,441,413,368,275,325,411,249,416,663,511,615,734,769,907,911,0.514,0.39799999999999996,298400,0.377,4.44e-06,-12.487,0.0293,0.14,131.415,0.963,"['dutch pop', 'dutch rock', 'nederpop', 'streektaal']"
120,120,Piano Man,Billy Joel,3FCto7hnn1shUyZL42YgfO,1974,121,83,57,58,60,66,49,54,34,50,45,45,29,36,18,7,6,4,4,3,0.6,0.33399999999999996,336093,0.47200000000000003,3.77e-06,-8.792,0.0277,0.431,179.167,0.317,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
121,121,Troy,Sinead O'Connor,6m3kJ6d7Ypd1eoBoGP2qZN,1987,122,72,124,123,131,140,177,195,268,162,221,254,273,275,267,248,278,278,260,314,0.48200000000000004,0.315,391200,0.311,1.42e-06,-9.232999999999999,0.032,0.184,116.404,0.44,"['folk', 'lilith', 'new wave pop', 'pop rock']"
122,122,God Only Knows,Beach Boys,6iGU74CwXuT4XVepjc9Emf,1966,123,117,137,110,117,88,80,68,42,59,20,20,31,44,59,13,19,18,29,46,0.253,0.521,173040,0.48700000000000004,0.0,-7.525,0.0299,0.483,117.072,0.0579,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
123,123,I Was Made For Loving You,KISS,3zzgFIwELwKFkNXt8rYETv,1979,124,173,205,152,184,166,283,378,479,270,317,390,390,375,348,332,397,380,400,312,0.0282,0.7120000000000001,245551,0.809,0.000167,-9.832,0.0295,0.8029999999999999,129.47799999999998,0.0702,0
124,124,Heart Of Gold,Neil Young,1Q1b8eVkUPGlpSArl8JAVw,1972,125,155,145,148,153,174,202,165,228,169,175,157,196,187,157,187,222,205,207,240,0.18899999999999997,0.541,187013,0.45899999999999996,0.0274,-10.433,0.0297,0.8029999999999999,171.165,0.099,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']"
125,125,Oerend Hard,Normaal,3d8KtuxdO6kba5qzRcbqlk,1977,126,149,169,106,95,117,82,107,119,101,226,214,302,256,275,271,186,336,343,330,0.122,0.664,224570,0.66,0.0,-10.39,0.0989,0.836,126.566,0.075,"['dutch rock', 'levenslied', 'nederpop', 'streektaal']"
126,126,Samba Pa Ti,Santana,35fC3Wq3slX4OBfyvBVmHm,1970,127,150,153,176,188,177,182,184,257,182,161,154,221,276,295,216,273,196,236,423,0.8290000000000001,0.40700000000000003,284800,0.358,0.424,-12.908,0.0343,0.267,92.292,0.0827,"['blues rock', 'classic rock', 'mexican classic rock', 'rock']"
127,127,Teach Your Children,"Crosby, Stills, Nash & Young",29HaKOpeLSYvqdFyEQSRdj,1970,128,145,78,150,130,142,159,160,199,149,237,208,325,628,513,751,776,498,640,681,0.643,0.49700000000000005,173467,0.285,1.66e-05,-14.537,0.0264,0.667,154.7,0.389,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'supergroup']"
128,128,The Final Countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,1986,129,87,166,180,202,189,227,283,452,247,538,497,545,519,436,589,566,568,523,426,0.0628,0.529,310333,0.843,0.0008269999999999999,-6.9079999999999995,0.0616,0.188,117.662,0.0608,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']"
129,129,Lola,Kinks,0UAJH0k4k3slcE83a9UGCe,1970,130,85,156,205,181,188,265,227,361,222,242,245,276,424,346,375,569,688,637,0,0.5820000000000001,0.474,241040,0.917,0.231,-4.19,0.0395,0.902,152.113,0.201,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']"
130,130,I Will Always Love You,Whitney Houston,4eHbdreAnSOrDDsFfc4Fpm,1992,131,405,476,551,537,463,636,513,483,505,505,534,687,401,433,446,381,453,484,447,0.8440000000000001,0.306,271093,0.214,5.3e-06,-12.517999999999999,0.0356,0.10800000000000001,66.98,0.0839,"['dance pop', 'pop', 'urban contemporary']"
131,131,Take On Me,A-Ha,2WfaOiMkCvy7F5fcp2zZ8L,1985,132,68,72,79,145,146,147,247,179,152,345,293,308,368,394,284,227,178,156,321,0.018000000000000002,0.573,225280,0.902,0.00125,-7.638,0.054000000000000006,0.8759999999999999,84.412,0.0928,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
132,132,Under Pressure,David Bowie & Queen,5oidljiMjeJTWUGZ4TfFea,1981,133,265,332,185,308,273,345,493,524,376,229,352,324,265,192,193,201,87,101,38,0.24,0.6779999999999999,237520,0.643,0.0,-9.316,0.0444,0.534,113.46,0.0708,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
133,133,Living Doll,Cliff Richard & The Young Ones,2OqzR7I7GF19T2qPrbmYQC,1986,134,371,374,450,1008,696,967,1081,1103,887,916,973,1049,1574,1160,1314,1433,1490,1661,1766,0.501,0.599,156793,0.48100000000000004,0.0,-7.412000000000001,0.0467,0.772,62.573,0.0982,"['adult standards', 'merseybeat', 'rock-and-roll']"
134,134,Owner Of A Lonely Heart,Yes,0GTK6TesV108Jj5D3MHsYb,1983,135,94,86,101,165,221,233,318,374,235,270,348,361,364,406,379,389,412,458,662,0.175,0.7440000000000001,268507,0.7979999999999999,0.00367,-5.981,0.0364,0.89,125.061,0.26,"['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'rock', 'symphonic rock']"
135,135,Fragile,Sting,5oE6INocVL9viDow5y8QNM,1988,136,249,99,118,99,105,98,90,115,98,117,110,111,78,74,86,95,102,110,155,0.912,0.32299999999999995,236307,0.198,0.0698,-21.035,0.0354,0.289,82.37299999999999,0.0889,"['permanent wave', 'soft rock', 'sophisti-pop']"
136,136,Zelfs Je Naam Is Mooi,Henk Westbroek,5RWOzvrzPQnt5Ybqxgddrc,1998,137,129,210,171,97,144,122,96,124,113,190,141,232,260,320,340,380,514,526,659,0.384,0.564,269707,0.46,0.00032,-7.327999999999999,0.0244,0.447,94.007,0.205,['dutch pop']
137,137,Happy New Year,ABBA,2DSqvl6QNkI9h4wkEEywCp,1980,138,382,349,503,426,320,417,402,225,330,552,552,619,643,815,771,911,851,894,892,0.8290000000000001,0.508,264560,0.39299999999999996,0.0,-8.706,0.0287,0.27699999999999997,132.55200000000002,0.146,0
138,138,Kiss From A Rose,Seal,3YKptz29AsOlm7WAVnztBh,1994,139,262,389,227,222,270,384,337,465,329,376,344,332,396,329,299,280,307,320,440,0.684,0.583,288427,0.532,0.0,-7.11,0.0309,0.223,131.741,0.306,"['british soul', 'soft rock']"
139,139,Barcelona,Freddie Mercury & Montserrat Caballé,3BdId1EhcMX7yAzwzQJLAD,1987,140,134,189,160,186,251,201,180,181,175,241,147,162,105,200,249,296,302,211,143,0.737,0.17600000000000002,266587,0.455,0.000524,-8.6,0.0358,0.129,170.217,0.0926,['glam rock']
140,140,Proud Mary,Ike & Tina Turner,4ppxp8rJB8eOhM9TFm6dK2,1971,141,132,168,144,136,114,139,139,223,138,205,193,182,225,224,202,268,277,250,180,0.6859999999999999,0.599,297613,0.46,3.65e-05,-10.729000000000001,0.152,0.715,96.429,0.15,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']"
141,141,How You Gonna See Me Now,Alice Cooper,0spN4UlSI0X6YSYCWpSzgz,1979,142,136,91,128,168,132,166,289,170,163,414,248,368,711,626,603,807,708,654,789,0.45799999999999996,0.544,235973,0.336,3.48e-06,-14.413,0.038,0.298,136.516,0.133,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
142,142,Do They Know It's Christmas,Band Aid,0247StOpd3AkeBQzANX4Zf,1984,143,137,277,298,612,203,709,815,934,563,992,985,1203,1262,1225,673,908,1149,1192,1329,0.16399999999999998,0.599,222533,0.642,3.3299999999999996e-05,-6.936,0.0363,0.349,115.412,0.0992,['musical advocacy']
143,143,Hurricane,Bob Dylan,1lqMLr9Wj7SM2F9AikGcxN,1975,144,56,56,66,83,60,66,70,55,61,58,58,70,95,73,115,127,100,133,160,0.0409,0.509,512733,0.8270000000000001,0.0,-7.715,0.079,0.743,135.601,0.12,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
144,144,Du,Peter Maffay,6fFshpRdAV1MHSpzXP3Yyk,1971,145,170,223,210,133,206,221,136,173,153,147,160,180,234,268,278,332,303,266,326,0.15,0.493,298093,0.45299999999999996,0.00435,-11.99,0.0265,0.461,94.021,0.42700000000000005,"['classic schlager', 'german pop', 'german rock', 'liedermacher', 'schlager']"
145,145,White Rabbit,Jefferson Airplane,4vpeKl0vMGdAXpZiQB2Dtd,1970,146,104,175,155,125,155,178,199,265,172,235,287,272,284,223,239,291,301,281,318,0.486,0.551,150640,0.293,0.000273,-12.503,0.0272,0.322,106.79799999999999,0.0864,"['acid rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']"
146,146,Vienna,Ultravox,3cbLm923IeoVDOMEPOfosc,1981,147,106,136,138,152,220,272,290,387,242,220,264,349,378,359,310,366,315,322,397,0.16,0.583,278227,0.614,0.23399999999999999,-10.312000000000001,0.0643,0.456,80.747,0.109,"['art rock', 'classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']"
